hadith-eng;reference;question #;question
I heard `Ali (رضي الله عنه) say: I heard the Messenger of Allah (ﷺ) say: “There is no Prophet who came before me but he was given seven chiefs, advisors and nobles, but I have been given fourteen chiefs, advisers and nobles: seven from Quraish and seven from among the Muhajireen.”;Musnad Ahmad 665, Book 5, Hadith 100;question #4;What role do chiefs, advisers, and nobles play in the leadership of a prophet?
The Messenger of Allah (ﷺ) sent me to Yemen and I said: O Messenger of Allah, are you sending me to people who are older than me to judge between them? He said: “Go, for Allah, may He be exalted, will make your tongue steadfast and guide your heart.”;Musnad Ahmad 666, Book 5, Hadith 101;question #4;How can a person overcome feelings of inadequacy when tasked with significant responsibilities?
The zakah camels passed by the Messenger of Allah (ﷺ). He lay his hand on a hair on the side of a camel and said: “I have no more right to this hair than any Muslim.”;Musnad Ahmad 667, Book 5, Hadith 102;question #4;How does this narration reflect the principles of justice and fairness in Islam?
"Whilst we were praying with the Messenger of Allah (ﷺ), he left whilst we were standing there, then he came back with his head dripping and led us in prayer. Then he said: “I remembered that I was junub when I got up to pray and had not done ghusl. Whoever hears a sound in his stomach or is in the state I was in, let him go and relieve himself or do ghusl, then come back to his prayer.` 


It was narrated from `Abdullah bin Zurair from `Ali (رضي الله عنه) and he narrated a similar report.";Musnad Ahmad 668, 669, Book 5, Hadith 103;question #4;What actions should be taken if one realizes they are junub during prayer?
“I adjure you by Allah, did any Muslim man hear the Messenger of Allah (ﷺ) say what he said on the day of Ghadeer Khumm? And twelve men who had been at Badr stood up and testified.;Musnad Ahmad 670, Book 5, Hadith 104;question #4;How does the testimony of multiple witnesses impact the credibility of a narration?
The Messenger of Allah (ﷺ) cursed the one who pays riba, the one who consumes it, the one who writes it down, the two who witness it, the one who marries a woman and divorces her so that she becomes permissible for her first husband, and the one for whom that is done.;Musnad Ahmad 671, Book 5, Hadith 105;question #4;How does Islam view the act of documenting or witnessing transactions involving riba?
"I was with my master `Ali bin Abi Talib (رضي الله عنه) when the people of an-Nahrawan were killed, and it was as if the people were upset about their being killed. `Ali (رضي الله عنه) said: O people, the Messenger of Allah (ﷺ) told us about people who would pass out of the faith like the arrow passes through the prey, then they will never come back to it until the arrow comes back to the string of the bow. And the sign of that is that there would be a black man among them who had a deformed arm: one of his arms would be like the breast of a woman, with a nipple like the nipple on a woman`s breast, around which are seven coarse hairs. Look for him, for I think he must be among them. So they looked for him and they found him on the bank of the river, lying beneath the slain. They brought him out and ’Ali (رضي الله عنه) said: Allahu Akbar! Allah and His Messenger spoke the truth. He was holding an Arabian bow of his; he took it in his hand and started poking the man`s deformity with it and said: Allah and His Messenger spoke the truth. The people said Allahu Akbar when they saw that and they rejoiced and no longer felt upset.";Musnad Ahmad 672, Book 5, Hadith 106;question #4;How does the reaction of the people change after witnessing the fulfillment of a prophecy in Islamic history?
"“The Muslim has the right to six acts of kindness from his fellow Muslim: he should greet him with salam when he meets him; he should say ‘Yarhamukallah (may Allah have mercy on you) when he sneezes; he should visit him when he is sick; he should respond to him when he invites him; he should attend his funeral when he dies, he should love for him what he loves for himself; and he should be sincere towards him when he is not present.`


It was narrated from Abu Ishaq from al-Harith... and he narrated a similar report with the same isnad.";Musnad Ahmad 673, 674, Book 5, Hadith 107;question #4;Why is it important for a Muslim to be sincere towards another Muslim in their absence?
The Messenger of Allah (ﷺ) said: “The Hour will not begin until one of my Companions is sought as a lost thing is sought and cannot be found.`;Musnad Ahmad 675, Book 5, Hadith 108;question #4;What role do the Companions of the Prophet play in the context of the end times?
The Messenger of Allah (ﷺ) said on the day of Badr: “whoever you can capture of Banu `Abdul-Muttalib, capture him (and do not kill him), for they were forced to come out.”;Musnad Ahmad 676, Book 5, Hadith 109;question #4;How does this narration reflect the Prophet Muhammad's (ﷺ) approach to dealing with relatives in conflict situations?
“And instead (of thanking Allah) for the provision. He gives you, you deny (Him by disbelief)!` [Al-Waqi`ah 56:82]. He said: `Your shirk is when you say. ‘We were given rain by such-and-such a star.’”;Musnad Ahmad 677, Book 5, Hadith 110;question #4;How does disbelief manifest in the context of receiving provisions according to Islamic belief?
The Messenger of Allah (ﷺ) used to pray Witr reciting nine surahs from Al-Mufassal. Aswad said: In the first rak’ah he would recite `The mutual rivalry (for piling up of worldly things) diverts you` [At-Takathur 102] and “verily, We have sent it (this Qur`an) down in the Night of Al-Qadr (Decree)` [al-Qadr 97], and `When the earth is shaken with its (final) earthquake` [az-Zalzalah 99]. In the second rak`ah he would recite `By Al-‘Asr (the time)” [Al-ʻAsr 103] and `When there comes the Help of Allah (to you, O Muhammad  against your enemies) and the Conquest (of Makkah)` [An-Nasr 95] and “Verily. We have granted you (O Muhammad (ﷺ)) Al-Kawthar (a river in Paradise)` [Al-Kawthar 108]. In the third rak`ah he would recite “Say (O Muhammad to these Mushrikoon and Kafiroon): `O Al-Kafiroon (disbelievers in Allah, in His Oneness, in His Angels, in His Books, in His Messengers, in the Day of Resurrection, and in Al Qadar)!” [Al-Kafiroon 109] and “Perish the two hands of Abu Lahab (an uncle of the Prophet (ﷺ)) and perish he!` [Al-Masad 109] and `Say (O Muhammad (ﷺ)): “He is Allah, (the) One“ [Al-Ikhlas 112].;Musnad Ahmad 678, Book 5, Hadith 111;question #4;What is the importance of reciting specific surahs in different rak'ahs of the Witr prayer?
`Leave her until she gives birth, then flog her.”;Musnad Ahmad 679, Book 5, Hadith 112;question #4;What considerations are taken into account in Islamic jurisprudence when dealing with cases of zina involving pregnant women?
"Ibn Jurmooz asked for permission to enter upon ‘Ali (رضي الله عنه). He said: Who is this? They said: Jurmooz is asking for permission to enter upon you. He said: Let him in; let the killer of Az-Zubair enter the Fire, I heard the Messenger of Allah (ﷺ)  say: “Every Prophet (ﷺ) has a disciple and my disciple is Az-Zubair.”";Musnad Ahmad 680, Book 5, Hadith 113;question #4;How does the hadith highlight the relationship between Ali (رضي الله عنه) and Az-Zubair?
Ibn Jurmooz asked for permission to enter upon ‘Ali  when I was with him, ‘Ali    (رضي الله عنه) said: Give the killer of Ibn Safiyyah the tidings of Hell. Then `Ali (رضي الله عنه) said: I heard the Messenger of Allah (ﷺ)  say: `Every Prophet (ﷺ) has a disciple and my disciple is Az-Zubair.` I heard Sufyan say: A disciple is a supporter.;Musnad Ahmad 681, Book 5, Hadith 114;question #4;What was the relationship between Ali and Az-Zubair as mentioned in the narration?
It was narrated from `Ali (رضي الله عنه) that The Messenger of Allah (ﷺ) used to pray at the time of the forenoon (duha).;Musnad Ahmad 682, Book 5, Hadith 115;question #4;How is the duha prayer different from other prayers in terms of timing and purpose?
I shall send you on the same mission as the Messenger of Allah (ﷺ) sent me. Level every grave and destroy every idol.;Musnad Ahmad 683, Book 5, Hadith 116;question #4;What is the significance of following the Prophet's (ﷺ) example in dealing with graves and idols?
The Messenger of Allah (ﷺ) had a large head, big eyes, long eyelashes, reddish eyes, a thick beard, and a pinkish colour. When he walked he would lean forward as if he was walking uphill, and when he turned he would turn with his whole body. And he had large hands and feet.;Musnad Ahmad 684, Book 5, Hadith 117;question #4;How does this narration describe the Prophet Muhammad's (ﷺ) manner of turning?
